id,predicted_result_type,sentence_year,sentence_months,sentence_days,sentence_hours,is_suspended,suspension_years,suspension_months,fine_is_fixed,fine_amount,drug_weight,predicted_amount,drug_weight.1,entry_date,result_date,result_type,court_city,region,latitude,longitude,sentence_total_months,sentence_type,has_fine,fine_category,accuracy_flag,log_fine,log_weight,region_group
10195733,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,22.10.2018,8.11.2018,Уголовное дело ПРЕКРАЩЕНОПрекращение уголовного дела В СВЯЗИ С ДЕЯТЕЛЬНЫМ РАСКАЯНИЕМ,п. Славянка,Приморский край,43.1155,131.8855,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10081325,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12000.0,,значительный,,29.12.2020,22.1.2021,Вынесен ПРИГОВОР,г. Астрахань,Астраханская область,46.3497,48.0408,0.0,,Да,10k–50k₽,Разнится,9.392745258631441,0.0,Центр
10034531,условное осуждение,0.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0.0,25.8,значительный,"25,8",30.6.2022,10.8.2022,Вынесен ПРИГОВОР,г. Строитель,Белгородская область,50.767,37.45,0.0,,Нет,Нет штрафа,Разнится,0.0,3.288401887516811,Центр
10276349,условное осуждение,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,50000.0,2.88,значительный,"2,88",9.8.2023,30.8.2023,Вынесен ПРИГОВОР,г. Магнитогорск,Челябинская область,55.1644,61.4368,36.0,,Да,50k+₽,Разнится,10.819798284210286,1.355835153635182,Центр
10074011,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,22.4.2020,29.5.2020,ВОЗВРАЩЕНО ПРОКУРОРУ или РУКОВОДИТЕЛЮ СЛЕДСТВЕННОГО ОРГАНАОБВИНИТЕЛЬНОЕ ЗАКЛЮЧЕНИЕ (обв. акт) СОСТАВЛЕНЫ С НАРУШЕНИЕМ т,г. Тюмень,Тюменская область,57.153,65.5272,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10216168,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,12.11.2018,20.11.2018,Уголовное дело ПРЕКРАЩЕНОназначена мера уголовно-правового характера - СУДЕБНЫЙ ШТРАФ (ст. 25.1 УПК РФ),п. Залукокоаже,Кабардино-Балкарская Республика,43.4858,43.607,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
9981553,условное осуждение,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.25,значительный,"0,25",30.7.2021,8.9.2021,Вынесен ПРИГОВОР,г. Приозерск,Ленинградская область,59.9386,30.3141,0.0,,Нет,Нет штрафа,Разнится,0.0,0.22314355131420976,Центр
9974447,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,31.1.2018,18.4.2018,Применены ПРИНУДИТЕЛЬНЫЕ МЕРЫ МЕДИЦИНСКОГО ХАРАКТЕРА,г. Кяхта,Республика Бурятия,51.8335,107.5842,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10195570,условное осуждение,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133.4,значительный,"133,4",11.2.2019,2.4.2019,Вынесен ПРИГОВОР,г. Нарткала,Кабардино-Балкарская Республика,43.4858,43.607,54.0,,Нет,Нет штрафа,Разнится,0.0,4.900820428089049,Центр
9984207,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,крупный,,13.4.2018,18.5.2018,Вынесен ПРИГОВОР,г. Новосибирск,Новосибирская область,55.0084,82.9357,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10240347,условное осуждение,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.42,значительный,"0,42",31.8.2018,27.9.2018,Вынесен ПРИГОВОР,г. Таганрог,Ростовская область,47.2357,39.7015,12.0,,Нет,Нет штрафа,Разнится,0.0,0.35065687161316933,Центр
10059188,условное осуждение,3.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.14,значительный,"1,14",24.10.2018,8.11.2018,Вынесен ПРИГОВОР,г. Томск,Томская область,56.501,84.9925,39.0,,Нет,Нет штрафа,Разнится,0.0,0.76080582903376,Центр
10211533,условное осуждение,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45,значительный,"0,45",28.11.2019,27.12.2019,Вынесен ПРИГОВОР,г. Губкин,Белгородская область,50.767,37.45,18.0,,Нет,Нет штрафа,Разнится,0.0,0.37156355643248307,Центр
10201039,условное осуждение,0.0,6.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.38,крупный,"0,38",18.2.2021,30.3.2021,Вынесен ПРИГОВОР,г. Челябинск,Челябинская область,55.1644,61.4368,6.0,,Нет,Нет штрафа,Разнится,0.0,0.32208349916911333,Центр
10024319,условное осуждение,1.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,77.28,значительный,"77,28",18.1.2018,9.2.2018,Вынесен ПРИГОВОР,с. Покровка,Приморский край,43.1155,131.8855,12.0,,Нет,Нет штрафа,Разнится,0.0,4.360292142527875,Центр
10189743,условное осуждение,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,значительный,1,27.11.2020,17.12.2020,Вынесен ПРИГОВОР,г. Ижевск,Удмуртская Республика,56.8526,53.2045,36.0,,Нет,Нет штрафа,Разнится,0.0,0.6931471805599453,Центр
10033446,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,крупный,,29.3.2021,30.4.2021,Вынесен ПРИГОВОР,г. Пенза,Пензенская область,53.175,45.0348,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10088696,условное осуждение,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,23.0,значительный,"23,0",4.5.2022,26.5.2022,Вынесен ПРИГОВОР,г. Гусиноозерск,Республика Бурятия,51.8335,107.5842,36.0,,Нет,Нет штрафа,Разнится,0.0,3.1780538303479458,Центр
10288557,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,28.2.2022,29.3.2022,Вынесен ПРИГОВОР,г. Владивосток,Приморский край,43.1155,131.8855,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10540182,условное осуждение,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.24,значительный,"3,24",1.2.2024,20.2.2024,Вынесен ПРИГОВОР,г. Красногорск,Московская область,55.7558,37.6178,36.0,,Нет,Нет штрафа,Разнится,0.0,1.4445632692438664,Центр
10025163,условное осуждение,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,41.44,значительный,"22,4;
19,04",19.4.2021,12.5.2021,Вынесен ПРИГОВОР,г. Улан-Удэ,Республика Бурятия,51.8335,107.5842,5.0,,Да,10k–50k₽,Разнится,9.210440366976517,3.7480913137457823,Центр
10184467,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.827,значительный,"3,827",29.3.2024,10.9.2024,Вынесен ПРИГОВОР,г. Усть-Кут,Иркутская область,52.2978,104.2964,0.0,,Нет,Нет штрафа,Разнится,0.0,1.5742251566783558,Центр
10455373,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,11.9.2020,5.10.2020,Применены ПРИНУДИТЕЛЬНЫЕ МЕРЫ МЕДИЦИНСКОГО ХАРАКТЕРА,с. Магарамкент,Республика Дагестан,42.9849,47.5047,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10247240,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15000.0,13.22,значительный,"13,22",1.3.2021,18.3.2021,Вынесен ПРИГОВОР,г. Каспийск,Республика Дагестан,42.9849,47.5047,0.0,,Да,10k–50k₽,Разнится,9.61587214452889,2.6546494243750947,Центр
10254720,условное осуждение,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.046,значительный,"4,046",21.10.2021,26.4.2022,Вынесен ПРИГОВОР,г. Уссурийск,Приморский край,43.1155,131.8855,0.0,,Нет,Нет штрафа,Разнится,0.0,1.618595850218866,Центр
9978841,условное осуждение,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25000.0,0.24,значительный,"0,24",27.12.2018,30.1.2019,Вынесен ПРИГОВОР,г. Узловая,Тульская область,54.193,37.6177,13.0,,Да,10k–50k₽,Разнится,10.12667110305036,0.2151113796169455,Центр
10107102,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5000.0,,значительный,,22.7.2020,26.8.2020,Вынесен ПРИГОВОР,г. Тюмень,Тюменская область,57.153,65.5272,0.0,,Да,1k–10k₽,Разнится,8.517393171418904,0.0,Центр
10285942,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.234,значительный,"5,234",29.4.2020,22.6.2020,Вынесен ПРИГОВОР,г. Нижний Тагил,Свердловская область,56.8389,60.6057,0.0,,Нет,Нет штрафа,Разнится,0.0,1.8300181813451453,Центр
10198144,условное осуждение,0.0,0.0,0.0,350.0,0.0,0.0,0.0,1.0,0.0,0.831,значительный,"0,831",19.8.2022,5.9.2022,Вынесен ПРИГОВОР,г. Чита,Забайкальский край,52.0333,113.5,0.0,,Нет,Нет штрафа,Разнится,0.0,0.6048622656923737,Центр
10204932,лишение свободы,6.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,10000.0,1.0,крупный,1,31.10.2023,28.11.2023,Вынесен ПРИГОВОР,г. Сатка,Челябинская область,55.1644,61.4368,78.0,,Да,10k–50k₽,Разнится,9.210440366976517,0.6931471805599453,Центр
3286052,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,крупный,,28.9.2020,12.11.2020,Вынесен ПРИГОВОР,с. Моргауши,Чувашская Республика,56.1439,47.2489,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10067112,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.09,значительный,"28,09",17.6.2020,9.7.2020,Уголовное дело ПРЕКРАЩЕНОназначена мера уголовно-правового характера - СУДЕБНЫЙ ШТРАФ (ст. 25.1 УПК РФ),с. Маджалис,Республика Дагестан,42.9849,47.5047,0.0,,Нет,Нет штрафа,Разнится,0.0,3.3703944725071104,Центр
10026178,условное осуждение,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.3,значительный,"34,30",29.11.2019,30.1.2020,Вынесен ПРИГОВОР,а. Хабез,Алтайский край,53.3606,83.7636,12.0,,Нет,Нет штрафа,Разнится,0.0,3.563882963939251,Центр
10060974,условное осуждение,0.0,0.0,0.0,260.0,0.0,0.0,0.0,1.0,0.0,22.0,значительный,22,25.10.2019,28.11.2019,Вынесен ПРИГОВОР,с. Улеты,Забайкальский край,52.0333,113.5,0.0,,Нет,Нет штрафа,Разнится,0.0,3.1354942159291497,Центр
10545269,условное осуждение,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.3,значительный,"1,30",30.7.2021,17.9.2021,Вынесен ПРИГОВОР,г. Красногорск,Московская область,55.7558,37.6178,36.0,,Нет,Нет штрафа,Разнится,0.0,0.832909122935104,Центр
10019525,условное осуждение,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,значительный,,31.5.2019,14.6.2019,Вынесен ПРИГОВОР,г. Наро-Фоминск,Московская область,55.7558,37.6178,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10002556,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,крупный,,29.8.2018,27.9.2018,Вынесен ПРИГОВОР,г. Изобильный,Ставропольский край,45.0448,41.969,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10054038,условное осуждение,3.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,8.56,значительный,"8,56",11.4.2022,17.6.2022,Вынесен ПРИГОВОР,г. Екатеринбург,Свердловская область,56.8389,60.6057,39.0,,Нет,Нет штрафа,Разнится,0.0,2.25758772706331,Центр
10182499,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6000.0,8.1,значительный,"8,1",21.7.2020,26.8.2020,Вынесен ПРИГОВОР,г. Майский,Кабардино-Балкарская Республика,43.4858,43.607,0.0,,Да,1k–10k₽,Разнится,8.699681400989514,2.2082744135228043,Центр
10049499,штраф,0.0,0.0,0.0,150.0,0.0,0.0,0.0,1.0,0.0,0.35,значительный,"0,35",1.9.2020,15.9.2020,Вынесен ПРИГОВОР,г. Симферополь,Республика Крым,44.9521,34.1024,0.0,,Нет,Нет штрафа,Разнится,0.0,0.30010459245033805,Центр
10191337,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.413,значительный,"0,413",1.2.2021,10.2.2021,Вынесен ПРИГОВОР,г. Уфа,Республика Башкортостан,54.7388,55.9721,0.0,,Нет,Нет штрафа,Разнится,0.0,0.3457151037023904,Центр
10406136,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,6.5.2024,5.6.2024,Вынесен ПРИГОВОР,г. Пермь,Пермский край,58.0105,56.2502,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10080144,условное осуждение,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6000.0,0.87,крупный,"0,87",15.3.2021,27.4.2021,Вынесен ПРИГОВОР,г. Барнаул,Алтайский край,53.3606,83.7636,3.0,,Да,1k–10k₽,Разнится,8.699681400989514,0.6259384308664953,Центр
10365327,условное осуждение,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.04,значительный,"3,73;
0,310",8.5.2024,29.8.2024,Вынесен ПРИГОВОР,г. Красноярск,Красноярский край,56.0153,92.8932,6.0,,Нет,Нет штрафа,Разнится,0.0,1.6174060820832772,Центр
10018397,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,1.12.2022,25.4.2023,Вынесен ПРИГОВОР,г. Хасавюрт,Республика Дагестан,42.9849,47.5047,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10096466,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,крупный,,3.4.2018,11.4.2018,Вынесен ПРИГОВОР,г. Октябрьский,Республика Башкортостан,54.7388,55.9721,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10121204,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,28.2.2022,3.8.2022,Вынесен ПРИГОВОР,г. Омск,Омская область,54.9914,73.3715,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10109587,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,31.10.2022,7.6.2023,Вынесен ПРИГОВОР,г. Балей,Забайкальский край,52.0333,113.5,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10240956,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,крупный,,29.8.2018,20.12.2018,Вынесен ПРИГОВОР,г. Оренбург,Оренбургская область,51.7682,55.0968,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10137003,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,2.05,значительный,"0,29;
1,76",30.11.2023,21.12.2023,Вынесен ПРИГОВОР,г. Уссурийск,Приморский край,43.1155,131.8855,0.0,,Да,10k–50k₽,Разнится,9.210440366976517,1.11514159061932,Центр
10490835,штраф,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,8000.0,0.48,значительный,"0,48",7.12.2023,15.12.2023,Вынесен ПРИГОВОР,г. Симферополь,Республика Крым,44.9521,34.1024,2.0,,Да,1k–10k₽,Разнится,8.987321812850125,0.3920420877760237,Центр
10150349,условное осуждение,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,108.0,значительный,108,8.10.2021,24.11.2021,Вынесен ПРИГОВОР,пгт. Нарышкино,Орловская область,52.9673,36.0696,36.0,,Нет,Нет штрафа,Разнится,0.0,4.6913478822291435,Центр
10170366,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,крупный,,27.9.2018,30.10.2018,Вынесен ПРИГОВОР,г. Норильск,Красноярский край,56.0153,92.8932,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10518043,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,,значительный,,28.9.2018,23.10.2018,Вынесен ПРИГОВОР,г. Тюмень,Тюменская область,57.153,65.5272,0.0,,Да,10k–50k₽,Разнится,9.90353755128617,0.0,Центр
10162703,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,27.9.2023,26.10.2023,Вынесен ПРИГОВОР,с. Борогонцы,Республика Саха (Якутия),62.0272,129.7326,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10215085,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,44.4,значительный,"44,40",1.2.2022,18.2.2022,Вынесен ПРИГОВОР,п. Лиман,Астраханская область,46.3497,48.0408,0.0,,Да,10k–50k₽,Разнится,9.90353755128617,3.8155121050473024,Центр
10118618,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,крупный,,14.11.2019,25.2.2020,Вынесен ПРИГОВОР,г. Серпухов,Московская область,55.7558,37.6178,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10263183,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,12.3.2024,12.8.2024,Вынесен ПРИГОВОР,г. Ростов-на-Дону,Ростовская область,47.2357,39.7015,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10034997,условное осуждение,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,152.0,значительный,152,10.3.2020,13.5.2020,Вынесен ПРИГОВОР,с. Усть-Кокса,Республика Алтай,51.958,85.9603,36.0,,Нет,Нет штрафа,Разнится,0.0,5.030437921392435,Центр
9996966,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,значительный,,24.8.2020,22.10.2020,Вынесен ПРИГОВОР,г. Санкт-Петербург,Город Санкт-Петербург,59.9343,30.3351,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10152886,условное осуждение,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,значительный,,29.3.2018,24.4.2018,Вынесен ПРИГОВОР,п. Большая Мурта,Красноярский край,56.0153,92.8932,42.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10054943,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,27.9.2023,2.11.2023,Вынесен ПРИГОВОР,г. Саки,Республика Крым,44.9521,34.1024,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10244416,условное осуждение,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,значительный,,28.6.2022,9.8.2022,Вынесен ПРИГОВОР,г. Тюмень,Тюменская область,57.153,65.5272,6.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10264296,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,0.49,значительный,"0,49",3.2.2020,9.9.2020,Вынесен ПРИГОВОР,г. Челябинск,Челябинская область,55.1644,61.4368,0.0,,Да,10k–50k₽,Разнится,9.210440366976517,0.3987761199573678,Центр
10019442,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10000.0,0.933,значительный,"0,933",28.2.2024,22.3.2024,Вынесен ПРИГОВОР,г. Красноярск,Красноярский край,56.0153,92.8932,0.0,,Да,10k–50k₽,Разнится,9.210440366976517,0.6590732002261939,Центр
10252510,условное осуждение,3.0,3.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.72,значительный,"0,72",26.11.2020,20.2.2021,Вынесен ПРИГОВОР,г. Талица,Свердловская область,56.8389,60.6057,39.0,,Нет,Нет штрафа,Разнится,0.0,0.5423242908253616,Центр
10102153,условное осуждение,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.87,значительный,"0,87",22.1.2024,2.4.2024,Вынесен ПРИГОВОР,г. Симферополь,Республика Крым,44.9521,34.1024,0.0,,Нет,Нет штрафа,Разнится,0.0,0.6259384308664953,Центр
9979278,лишение свободы,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,119.2,значительный,"119,2",2.4.2021,28.5.2021,Вынесен ПРИГОВОР,г. Адыгейск,Республика Адыгея,44.6098,40.1006,52.0,,Нет,Нет штрафа,Разнится,0.0,4.789157022101107,Центр
10589300,штраф,0.0,0.0,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.81,значительный,"0,81",17.6.2024,3.7.2024,Вынесен ПРИГОВОР,г. Тюмень,Тюменская область,57.153,65.5272,2.0,,Нет,Нет штрафа,Разнится,0.0,0.5933268452777344,Центр
10129864,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20000.0,0.32,значительный,"0,32",30.9.2019,9.10.2019,Вынесен ПРИГОВОР,г. Волгодонск,Ростовская область,47.2357,39.7015,0.0,,Да,10k–50k₽,Разнится,9.90353755128617,0.2776317365982795,Центр
10020650,условное осуждение,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.05,значительный,"1,05",6.10.2020,14.12.2020,Вынесен ПРИГОВОР,г. Зеленодольск,Республика Татарстан,55.7903,49.1347,13.0,,Нет,Нет штрафа,Разнится,0.0,0.7178397931503169,Центр
10222884,условное осуждение,3.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.46,значительный,"0,46",18.6.2019,15.7.2019,Вынесен ПРИГОВОР,г. Магнитогорск,Челябинская область,55.1644,61.4368,36.0,,Нет,Нет штрафа,Разнится,0.0,0.3784364357202451,Центр
10178962,условное осуждение,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.25,крупный,"0,25",23.8.2022,4.10.2022,Вынесен ПРИГОВОР,г. Казань,Республика Татарстан,55.7903,49.1347,13.0,,Нет,Нет штрафа,Разнится,0.0,0.22314355131420976,Центр
10024915,штраф,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6000.0,0.64,значительный,"0,64",21.6.2018,6.7.2018,Вынесен ПРИГОВОР,г. Владивосток,Приморский край,43.1155,131.8855,0.16666666666666666,,Да,1k–10k₽,Разнится,8.699681400989514,0.49469624183610705,Центр
10199077,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30000.0,6.6,значительный,"6,60",16.4.2020,2.6.2020,Вынесен ПРИГОВОР,г. Люберцы,Московская область,55.7558,37.6178,0.0,,Да,10k–50k₽,Разнится,10.308985993422082,2.028148247292285,Центр
10644824,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,16.7.2024,14.8.2024,Вынесен ПРИГОВОР,г. Новосибирск,Новосибирская область,55.0084,82.9357,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10039461,условное осуждение,3.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,1.12,значительный,"1,12",2.3.2022,13.5.2022,Вынесен ПРИГОВОР,г. Лобня,Московская область,55.7558,37.6178,36.0,,Нет,Нет штрафа,Разнится,0.0,0.7514160886839212,Центр
10181621,лишение свободы,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.71,значительный,"1,710",8.4.2022,13.5.2022,Вынесен ПРИГОВОР,г. Пермь,Пермский край,58.0105,56.2502,18.0,,Нет,Нет штрафа,Разнится,0.0,0.9969486348916095,Центр
10171672,условное осуждение,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2555.3,значительный,"1493,4;
1061,9",1.3.2024,9.4.2024,Вынесен ПРИГОВОР,г. Рязань,Рязанская область,54.6197,39.744,36.0,,Нет,Нет штрафа,Разнится,0.0,7.84631617950202,Центр
10009291,условное осуждение,3.0,4.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,2824.0,значительный,"271,2;
434,7;
705,9;
271,3;
434,8;
706,1",22.1.2019,7.2.2019,Вынесен ПРИГОВОР,г. Углич,Ярославская область,57.6261,39.8845,40.0,,Нет,Нет штрафа,Разнится,0.0,7.946263643580541,Центр
10064235,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,26.6.2020,21.9.2020,Вынесен ПРИГОВОР,пгт. Дальнее Константиново,Нижегородская область,56.2965,43.9361,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10074851,условное осуждение,0.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0.0,0.43,значительный,"0,43",31.5.2023,13.6.2023,Вынесен ПРИГОВОР,г. Пенза,Пензенская область,53.175,45.0348,0.0,,Нет,Нет штрафа,Разнится,0.0,0.3576744442718159,Центр
10046069,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,значительный,"0,4;
5",11.9.2020,28.10.2020,Уголовное дело ПРЕКРАЩЕНОназначена мера уголовно-правового характера - СУДЕБНЫЙ ШТРАФ (ст. 25.1 УПК РФ),с. Дивное,Ставропольский край,45.0448,41.969,0.0,,Нет,Нет штрафа,Разнится,0.0,1.8562979903656263,Центр
10536693,условное осуждение,3.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,2.722,значительный,"2,722",3.7.2020,21.7.2020,Вынесен ПРИГОВОР,г. Уфа,Республика Башкортостан,54.7388,55.9721,36.0,,Нет,Нет штрафа,Разнится,0.0,1.314261158220059,Центр
10653877,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,значительный,,24.7.2024,,,п. Чамзинка,Республика Мордовия,54.1808,45.1869,0.0,,Нет,Нет штрафа,Разнится,0.0,0.0,Центр
10247455,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.76,значительный,"1,76",29.4.2022,18.5.2022,Вынесен ПРИГОВОР,г. Миасс,Челябинская область,55.1644,61.4368,0.0,,Нет,Нет штрафа,Разнится,0.0,1.0152306797290587,Центр
10470526,штраф,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9000.0,21.7,значительный,"21,7",31.8.2018,10.9.2018,Вынесен ПРИГОВОР,г. Копейск,Челябинская область,55.1644,61.4368,0.0,,Да,1k–10k₽,Разнится,9.105090961257085,3.122364924487357,Центр
10121318,условное осуждение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7000.0,0.918,значительный,"0,918",11.5.2022,21.6.2022,Вынесен ПРИГОВОР,г. Волгоград,Волгоградская область,49.733,44.117,0.0,,Да,1k–10k₽,Разнится,8.853808274977197,0.6512829764612464,Центр
10210669,условное осуждение,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.51,крупный,"0,51",31.1.2020,26.2.2020,Вынесен ПРИГОВОР,г. Таганрог,Ростовская область,47.2357,39.7015,12.0,,Нет,Нет штрафа,Разнится,0.0,0.412109650826833,Центр
